duplicate_group_id,referenceID,longitude,latitude,transaction_type,price,property_type,property_subtype,seller_id,postal_code,date_of_construction,property_condition,livable_surface,number_of_bedrooms,number_of_bathrooms,elevator,terrace,furnished,availability,province,street,street_number,garage,land_surface,energy_consumption,garden,balcony,swimming_pool,og_row_number,decision
90,rbw24110,4.953304,51.32402,Sale,202000,Appartment,Flat,40407,2300,2024.0,New,59.0,1.0,1.0,True,6.0,False,Immediately,Antwerp,Dessauerplein,1.0,,,,,,,13357,
90,rbw24077,4.953304,51.32402,Sale,202000,Appartment,Flat,40407,2300,2024.0,New,59.0,1.0,1.0,True,6.0,False,Immediately,Antwerp,Dessauerplein,1.0,,,,,,,13383,
90,rbw24111,4.953304,51.32402,Sale,202000,Appartment,Flat,40407,2300,2024.0,New,59.0,1.0,1.0,True,6.0,False,Immediately,Antwerp,Dessauerplein,1.0,,,,,,,13355,
91,rbv96466,5.0114322,49.8339217,Sale,295309,House,Chalet,41030,6830,1967.0,Normal,93.0,2.0,1.0,,13.0,False,,Luxembourg,Chemin des Falloises,56.0,1.0,2360.0,,2360.0,,,11682,
91,rbv60132,5.0114322,49.8339217,Sale,295309,House,Chalet,46424,6830,1967.0,Excellent,93.0,2.0,1.0,,13.0,False,,Luxembourg,Chemin des Falloises,56.0,,2360.0,,,,,11948,
92,rbv60133,5.0168268,49.8387807,Sale,386000,House,House,46424,6830,2026.0,New,134.0,2.0,1.0,,,,,Luxembourg,Voie de Remifontaine,9.0,,1852.0,,,,,11943,
92,rbv81579,5.0168268,49.8387807,Sale,386000,House,House,41030,6830,2026.0,,134.0,2.0,1.0,,,,,Luxembourg,Voie de Remifontaine,9.0,,1852.0,,,,,11816,
93,rbw25651,5.1528372,50.8090634,Sale,483233,House,House,44773,3800,,New,200.0,3.0,1.0,,,,,Limburg,Leeuwerweg,45.0,,705.0,,,,,9608,
93,rbw25653,5.1528372,50.8090634,Sale,483233,House,House,44773,3800,,New,200.0,3.0,1.0,,,,,Limburg,Leeuwerweg,45.0,,717.0,,,,,9615,
93,rbw25650,5.1528372,50.8090634,Sale,483233,House,House,44773,3800,,New,200.0,3.0,1.0,,,,,Limburg,Leeuwerweg,45.0,,640.0,,,,,9617,
93,rbw25652,5.1528372,50.8090634,Sale,483233,House,House,44773,3800,,New,200.0,3.0,1.0,,,,,Limburg,Leeuwerweg,45.0,,707.0,,,,,9619,
94,rbw09135,5.174945,50.820758,Sale,175000,Appartment,Flat,44773,3800,1962.0,,78.0,2.0,1.0,,,,,Limburg,Fabriekstraat,99.0,,,,,,,9876,
94,rbw09134,5.174945,50.820758,Sale,175000,Appartment,Flat,44773,3800,1962.0,,78.0,2.0,1.0,,,,,Limburg,Fabriekstraat,99.0,,,,,,,9879,
95,rbv83330,5.2255389,51.07256061,Sale,335000,House,House,38718,3580,2026.0,New,161.0,3.0,1.0,False,,False,,Limburg,Terrilpark,1.0,,142.0,,,,,10148,
95,rbv83333,5.2255389,51.07256061,Sale,335000,House,House,38718,3580,2026.0,New,161.0,3.0,1.0,False,,False,,Limburg,Terrilpark,1.0,,142.0,,,,,10162,
96,rbv30562,5.28172554,51.05844011,Sale,385000,House,House,38718,3580,2025.0,New,187.0,3.0,,False,,False,,Limburg,Asbergstraat,22.0,,,,,,,10421,
96,rbv30561,5.28172554,51.05844011,Sale,385000,House,House,38718,3580,2025.0,New,187.0,3.0,,False,,False,,Limburg,Asbergstraat,22.0,,,,,,,10418,
97,vbe30146,5.2889006,50.2244029,Sale,499000,House,House,43302,6900,2021.0,Excellent,182.0,5.0,1.0,False,115.0,False,Immediately,Luxembourg,Rue des Godis,23.0,,1078.0,5710.0,1078.0,,True,11579,
97,vbe19019,5.2889006,50.2244029,Sale,499000,House,House,43302,6900,2021.0,Excellent,182.0,5.0,1.0,False,115.0,False,Immediately,Luxembourg,Rue des Godis,23.0,,1078.0,5710.0,1078.0,,True,11570,
97,vbe12719,5.2889006,50.2244029,Sale,499000,House,House,43302,6900,2021.0,Excellent,182.0,5.0,1.0,False,115.0,False,Immediately,Luxembourg,Rue des Godis,23.0,,1078.0,5710.0,1078.0,,True,11569,
98,vwd16076,5.3143071,50.2023536,Sale,138000,Appartment,Flat,29067,6900,1940.0,Excellent,35.0,1.0,,False,,,Immediately,Luxembourg,Place de la Gare,4.0,,,,,,False,12132,
98,vbd59338,5.3143071,50.2023536,Sale,138000,Appartment,Flat,27902,6900,,New,35.0,1.0,1.0,False,,False,On contract,Luxembourg,Place de la Gare,4.0,,,3616.0,,,False,12121,
99,rbv84974,5.341443,50.844494,Sale,372963,Appartment,Flat,32587,3830,,New,96.0,2.0,1.0,True,32.0,,,Limburg,Zonneveldweg,7.0,1.0,,,,,,10112,
99,rbv84971,5.341443,50.844494,Sale,372963,Appartment,Flat,32587,3830,,New,96.0,2.0,1.0,True,32.0,,,Limburg,Zonneveldweg,7.0,1.0,,,,,,10110,
100,vbe31223,5.39535,50.509751,Sale,449000,House,House,40797,4550,2008.0,Normal,125.0,3.0,1.0,False,20.0,False,,Liège,Tige des Saules,36.0,1.0,619.0,25431.0,,,,5499,
100,vbe35514,5.39535,50.509751,Sale,449000,House,House,28509,4550,2008.0,Normal,125.0,3.0,1.0,False,20.0,False,,Liège,Tige des Saules,36.0,1.0,619.0,25431.0,,,,5029,
101,vbe17080,5.4149736,49.8330715,Sale,275000,House,House,47361,6840,,To be renovated,569.0,8.0,10.0,False,,,,Luxembourg,Malome,3.0,,1398.0,164710.0,14.0,,,11803,
101,vbe17081,5.4149736,49.8330715,Sale,275000,House,House,47361,6840,,To be renovated,569.0,8.0,10.0,False,,,,Luxembourg,Malome,3.0,,1398.0,164710.0,14.0,,,11808,
102,vbe06542,5.4357028,50.3302902,Sale,340000,House,House,27902,6940,2025.0,New,145.0,4.0,2.0,False,,False,On contract,Luxembourg,Hautes Voies Durbuy,,,635.0,,,,False,11932,
102,vbe06537,5.4357028,50.3302902,Sale,340000,House,House,27902,6940,2025.0,New,145.0,4.0,1.0,False,,False,On contract,Luxembourg,Hautes Voies Durbuy,,,559.0,,,,False,11928,
103,rbw25583,5.4559992,50.9165563,Sale,745000,House,House,43470,3590,2003.0,,307.0,5.0,2.0,False,25.0,,,Limburg,Volksstr.,28.0,2.0,1758.0,,,True,,9606,
103,rbw25584,5.4559992,50.9165563,Sale,745000,House,House,43470,3590,2003.0,,307.0,5.0,2.0,False,25.0,,,Limburg,Volksstr.,28.0,2.0,1758.0,,,True,,9612,
104,vbe26772,5.4687078,50.3747578,Sale,85000,House,Bungalow,47360,6940,,Normal,34.0,2.0,1.0,False,,,,Luxembourg,Val meleye,30.0,,400.0,,,,,11653,
104,vbd83323,5.4687078,50.3747578,Sale,85000,House,Bungalow,47360,6940,,Normal,34.0,2.0,1.0,False,,,,Luxembourg,Val meleye,30.0,,400.0,,,,,11658,
105,rbv77221,5.4689682,50.7847878,Sale,175000,Appartment,Flat,40881,3700,1930.0,To be renovated,138.0,2.0,1.0,,,,,Limburg,Sacramentstraat,29.0,,,,,,,10087,
105,rbv77222,5.4689682,50.7847878,Sale,175000,Appartment,Flat,40881,3700,1930.0,To be renovated,138.0,2.0,1.0,,6.0,,,Limburg,Sacramentstraat,29.0,,,,,,,10088,
106,rbu73938,5.4774238,50.8339734,Sale,245000,Appartment,GroundFloor,39189,3730,1999.0,,105.0,2.0,1.0,True,,,Immediately,Limburg,Onderstraat,23.0,1.0,,,,False,,10379,
106,rbv38722,5.4774238,50.8339734,Sale,245000,Appartment,GroundFloor,39189,3730,1999.0,,105.0,2.0,1.0,True,,,Immediately,Limburg,Onderstraat,23.0,1.0,,,,False,,10377,
107,vbc33294,5.478466,50.3475,Sale,221325,Appartment,Flat,28192,6940,2023.0,,84.0,2.0,1.0,False,6.0,False,,Luxembourg,Route de Durbuy Barvaux-sur-Ourthe,,1.0,,,,,,12195,
107,vbc33292,5.478466,50.3475,Sale,221325,Appartment,Flat,28192,6940,2023.0,,84.0,2.0,1.0,False,6.0,False,,Luxembourg,Route de Durbuy Barvaux-sur-Ourthe,,1.0,,,,,,12129,
108,rbw18417,5.510166,50.86872,Sale,409572,Appartment,Flat,38568,3740,2024.0,New,106.0,2.0,,True,16.0,False,,Limburg,Stationlaan,55.0,,,,,,,9692,
108,rbw03918,5.510166,50.86872,Sale,409572,Appartment,Flat,38568,3740,2024.0,New,106.0,2.0,,True,16.0,False,,Limburg,Stationlaan,55.0,,,,,,,9912,
109,rbw03919,5.510166,50.86872,Sale,420159,Appartment,Flat,38568,3740,2024.0,New,106.0,2.0,,True,16.0,False,,Limburg,Stationlaan,55.0,,,,,,,9926,
109,rbw18414,5.510166,50.86872,Sale,420159,Appartment,Flat,38568,3740,2024.0,New,106.0,2.0,,True,16.0,False,,Limburg,Stationlaan,55.0,,,,,,,9689,
110,vbe01143,5.54085453,49.90363954,Sale,339900,House,House,40205,6640,2026.0,New,120.0,3.0,1.0,False,,False,,Luxembourg,Route de la Ronde Fagne Vaux-sur-Sûre,,,565.0,,,,,11981,
110,vbe01141,5.54085453,49.90363954,Sale,339900,House,House,40205,6640,2026.0,New,120.0,3.0,1.0,False,,False,,Luxembourg,Route de la Ronde Fagne Vaux-sur-Sûre,,,565.0,,,,,11980,
110,vbe01145,5.54085453,49.90363954,Sale,339900,House,House,40205,6640,2026.0,New,120.0,3.0,1.0,False,,False,,Luxembourg,Route de la Ronde Fagne Vaux-sur-Sûre,,,565.0,,,,,11995,
110,vbe01144,5.54085453,49.90363954,Sale,339900,House,House,40205,6640,2026.0,New,120.0,3.0,1.0,False,,False,,Luxembourg,Route de la Ronde Fagne Vaux-sur-Sûre,,,565.0,,,,,11979,
111,rbv09565,5.5518456,50.9264,Sale,245000,House,House,47828,3690,,,,3.0,1.0,,,,,Limburg,Molenblookstraat,64.0,,,,,,,10443,
111,rbv09567,5.5518456,50.9264,Sale,245000,House,House,47828,3690,,,,3.0,1.0,,,,,Limburg,Molenblookstraat,64.0,,,,,,,10436,
111,rbv09570,5.5518456,50.9264,Sale,245000,House,House,47828,3690,,,,3.0,1.0,,,,,Limburg,Molenblookstraat,64.0,,,,,,,10430,
111,rbv09572,5.5518456,50.9264,Sale,245000,House,House,47828,3690,,,,3.0,1.0,,,,,Limburg,Molenblookstraat,64.0,,,,,,,10437,
111,rbv09568,5.5518456,50.9264,Sale,245000,House,House,47828,3690,,,,3.0,1.0,,,,,Limburg,Molenblookstraat,64.0,,,,,,,10429,
111,rbv09569,5.5518456,50.9264,Sale,245000,House,House,47828,3690,,,,3.0,1.0,,,,,Limburg,Molenblookstraat,64.0,,,,,,,10435,
111,rbv09566,5.5518456,50.9264,Sale,245000,House,House,47828,3690,,,,3.0,1.0,,,,,Limburg,Molenblookstraat,64.0,,,,,,,10422,
111,rbv09571,5.5518456,50.9264,Sale,245000,House,House,47828,3690,,,,3.0,1.0,,,,,Limburg,Molenblookstraat,64.0,,,,,,,10424,
112,rbv09631,5.5518456,50.9264,Sale,259000,House,House,47828,3690,,,,3.0,1.0,,,,,Limburg,Molenblookstraat,64.0,,,,,,,10442,
112,rbv09630,5.5518456,50.9264,Sale,259000,House,House,47828,3690,,,,3.0,1.0,,,,,Limburg,Molenblookstraat,64.0,,,,,,,10448,
113,vbe09298,5.56643101,49.90937498,Sale,319000,House,House,40205,6640,2026.0,New,144.0,3.0,1.0,False,,False,,Luxembourg,Rue du Wez,33.0,,840.0,,,,,12232,
113,vbe09297,5.56643101,49.90937498,Sale,319000,House,House,40205,6640,2026.0,New,144.0,3.0,1.0,False,,False,,Luxembourg,Rue du Wez,33.0,,695.0,,,,,12225,
113,vbe09299,5.56643101,49.90937498,Sale,319000,House,House,40205,6640,2026.0,New,144.0,3.0,1.0,False,,False,,Luxembourg,Rue du Wez,33.0,,1065.0,,,,,12226,
114,rbv01968,5.7428896,51.0197869,Sale,291907,Appartment,Flat,33494,3650,,,95.0,2.0,1.0,,13.0,,,Limburg,Stadsgraaf,27.0,1.0,,,,,,10462,
114,rbv01969,5.7428896,51.0197869,Sale,291907,Appartment,Flat,33494,3650,,,95.0,2.0,1.0,,13.0,,,Limburg,Stadsgraaf,27.0,1.0,,,,,,10479,
115,vbd99071,5.8347247,49.5616942,Sale,310000,Appartment,Flat,47360,6791,2026.0,New,120.0,2.0,1.0,True,8.0,,,Luxembourg,Rue Floréal,12.0,1.0,,,,,,12007,
115,vbd99070,5.8347247,49.5616942,Sale,310000,Appartment,Flat,47360,6791,2026.0,New,120.0,2.0,1.0,True,8.0,,,Luxembourg,Rue Floréal,12.0,1.0,,,,,,12001,
116,vbd99073,5.8347247,49.5616942,Sale,320000,Appartment,Flat,47360,6791,2026.0,New,120.0,2.0,1.0,True,15.0,,,Luxembourg,Rue Floréal,12.0,1.0,,,,,,12009,
116,vbd99072,5.8347247,49.5616942,Sale,320000,Appartment,Flat,47360,6791,2026.0,New,120.0,2.0,1.0,True,12.0,,,Luxembourg,Rue Floréal,12.0,1.0,,,,,,12010,
117,vbe27993,5.8607928,50.5947922,Sale,118000,Appartment,Flat,27564,4800,1874.0,To renovate,86.0,3.0,1.0,False,,False,On contract,Liège,Enclos des Récollets,90.0,,,32208.0,,,False,5748,
117,vbe27989,5.8607928,50.5947922,Sale,118000,Appartment,Flat,27564,4800,1874.0,To be renovated,86.0,3.0,1.0,False,,False,On contract,Liège,Enclos des Récollets,90.0,,,19884.0,,,False,5752,
118,rbw08800,5.9522139,50.4543456,Sale,278000,Appartment,Flat,48986,4970,,New,87.0,2.0,1.0,,13.0,False,,Liège,,,,,,,,,5679,
118,rbw08799,5.9522139,50.4543456,Sale,278000,Appartment,Flat,48986,4970,,New,87.0,2.0,1.0,,13.0,False,,Liège,,,,,,,,,5682,
119,rbw08804,5.9522139,50.4543456,Sale,288000,Appartment,Flat,48986,4970,,New,87.0,2.0,1.0,,13.0,False,,Liège,,,,,,42.0,,,5683,
119,rbw08803,5.9522139,50.4543456,Sale,288000,Appartment,Flat,48986,4970,,New,87.0,2.0,1.0,,13.0,False,,Liège,,,,,,41.0,,,5681,
120,vbe31776,50.64567,4.36712,Sale,1090000,House,Villa,38563,1428,1971.0,To be renovated,300.0,5.0,2.0,,,,On contract,Brabant wallon,,,2.0,4800.0,,,,True,8887,
120,vbe31777,50.64567,4.36712,Sale,1090000,House,Villa,38563,1428,1971.0,To be renovated,300.0,5.0,2.0,,,,On contract,Brabant wallon,,,2.0,4800.0,,,,True,8896,
