duplicate_group_id,referenceID,longitude,latitude,transaction_type,price,property_type,property_subtype,seller_id,postal_code,date_of_construction,property_condition,livable_surface,number_of_bedrooms,number_of_bathrooms,elevator,terrace,furnished,availability,province,street,street_number,garage,land_surface,energy_consumption,garden,balcony,swimming_pool,og_row_number,decision
36,vbe30524,4.3839305,50.8795423,Rent,2200,Appartment,Duplex,46605,1000,2025.0,New,129.0,4.0,2.0,True,13.0,False,Immediately,Brussels,Avenue Georges Rodenbach,65.0,,,,,,,858,
36,vbe30523,4.3839305,50.8795423,Rent,2200,Appartment,Duplex,46605,1000,2025.0,New,129.0,3.0,2.0,True,13.0,False,Immediately,Brussels,Avenue Georges Rodenbach,65.0,,,,,,,853,
37,vbe30522,4.3839305,50.8795423,Rent,2200,Appartment,Duplex,46605,1020,2025.0,New,129.0,4.0,2.0,True,13.0,False,Immediately,Brussels,Avenue Georges Rodenbach,65.0,,,,,,,855,
37,vbe30521,4.3839305,50.8795423,Rent,2200,Appartment,Duplex,46605,1020,2025.0,New,129.0,3.0,2.0,True,13.0,False,Immediately,Brussels,Avenue Georges Rodenbach,65.0,,,,,,,854,
38,vbe30519,4.3839305,50.8795423,Rent,2200,Appartment,Duplex,46605,1030,2025.0,New,129.0,3.0,2.0,True,13.0,False,Immediately,Brussels,Avenue Georges Rodenbach,65.0,,,,,,,852,
38,vbe30520,4.3839305,50.8795423,Rent,2200,Appartment,Duplex,46605,1030,2025.0,New,129.0,4.0,2.0,True,13.0,False,Immediately,Brussels,Avenue Georges Rodenbach,65.0,,,,,,,842,
39,vbe36715,4.3849001,50.8176909,Rent,740,Appartment,Flat,46472,1050,,,,,,,,False,From 16/09/2026,Brussels,Place de la Petite Suisse Elsene,,,,,,False,,51,
39,vbe36717,4.3849001,50.8176909,Rent,740,Appartment,Flat,46472,1050,,,,,,,,False,From 16/09/2026,Brussels,Place de la Petite Suisse Elsene,,,,,,False,,45,
39,vbe30057,4.3849001,50.8176909,Rent,740,Appartment,Flat,46472,1050,,,,,,,,False,From 01/09/2026,Brussels,Place de la Petite Suisse Elsene,,,,,,False,,917,
40,vbe32514,4.388949,50.832177,Rent,1100,Appartment,Flat,27212,1040,,,37.0,1.0,1.0,False,,True,Immediately,Brussels,,,,,,,,,565,
40,vbe36077,4.388949,50.832177,Rent,1100,Appartment,Flat,27212,1040,,,37.0,1.0,1.0,False,,True,Immediately,Brussels,,,,,,,,,143,
41,vbe04326,4.39351,51.21567,Rent,2450,Appartment,Flat,46472,2000,,,,,,,,True,From 17/06/2026,Antwerp,Sint-Michielskaai Antwerp,,,,,,False,,3920,
41,vbd63483,4.39351,51.21567,Rent,2450,Appartment,Flat,46472,2000,,,,,,,,True,From 17/06/2026,Antwerp,Sint-Michielskaai Antwerp,,,,,,False,,3991,
42,vbe33859,4.39515,50.80075,Rent,2950,Appartment,Flat,43065,1000,,New,140.0,3.0,2.0,True,,True,Immediately,Brussels,AVENUE DE L'URUGUAY,22.0,,,,,,,422,
42,vbe33860,4.39515,50.80075,Rent,2950,Appartment,Flat,43065,1000,,New,140.0,3.0,2.0,True,,True,Immediately,Brussels,AVENUE DE L'URUGUAY,22.0,,,,,,,440,
43,vbe32640,4.3952354,50.8294202,Rent,1150,Appartment,Flat,46472,1040,,,,,,,,True,From 31/07/2026,Brussels,Rue Général Fivé Etterbeek,,,,,,False,,553,
43,vbe36143,4.3952354,50.8294202,Rent,1150,Appartment,Flat,46472,1040,,,,,,,,True,From 14/09/2026,Brussels,Rue Général Fivé Etterbeek,,,,,,False,,124,
44,rwc42738,4.3953831,50.8432484,Rent,740,House,House,49326,1000,,,300.0,8.0,6.0,,,True,Immediately,Brussels,Leys,39.0,,,,,,,591,
44,rwc42746,4.3953831,50.8432484,Rent,740,House,House,49326,1000,,,300.0,8.0,6.0,,,True,Immediately,Brussels,Leys,39.0,,,,,,,518,
45,vbe23956,4.3991,50.71469,Rent,2290,House,House,28391,1410,2016.0,Excellent,150.0,3.0,,False,16.0,False,,Brabant wallon,,,1.0,,26887.0,250.0,,True,2673,
45,vbe27612,4.3991,50.71469,Rent,2290,House,House,45393,1410,2016.0,Normal,150.0,3.0,2.0,False,15.0,False,,Brabant wallon,,,,550.0,26887.0,320.0,,True,2606,
46,vbe23955,4.3991,50.71469,Rent,2390,House,House,28391,1410,2016.0,Excellent,178.0,4.0,2.0,False,13.0,False,,Brabant wallon,,,,,26244.0,,,True,2678,
46,vbe27625,4.3991,50.71469,Rent,2390,House,House,45393,1410,2016.0,Normal,178.0,4.0,2.0,False,15.0,False,,Brabant wallon,,,,270.0,26244.0,150.0,,True,2620,
47,vbe23997,4.3991,50.71469,Rent,2450,House,House,45393,1410,2015.0,Excellent,163.0,3.0,2.0,False,3.0,True,,Brabant wallon,,,,250.0,20138.0,130.0,,True,2665,
47,vbd91177,4.3991,50.71469,Rent,2450,House,House,28391,1410,2016.0,New,163.0,3.0,2.0,False,11.0,True,,Brabant wallon,,,1.0,,20138.0,235.0,,True,2761,
48,rbk29990,4.3993933,51.2142392,Rent,1450,Appartment,FlatStudio,38196,2000,,,35.0,1.0,1.0,False,,True,,Antwerp,Aalmoezenierstraat,28.0,,,,,False,,3983,
48,rbk29991,4.3993933,51.2142392,Rent,1450,Appartment,FlatStudio,38196,2000,,,35.0,1.0,1.0,False,,True,,Antwerp,Aalmoezenierstraat,28.0,,,,,False,,3972,
49,vbd88181,4.4011549,51.2230568,Rent,1780,Appartment,Flat,46472,2000,,,,,,,,True,From 22/07/2026,Antwerp,Zirkstraat Antwerp,,,,,,False,,3967,
49,vbe31907,4.4011549,51.2230568,Rent,1780,Appartment,Flat,46472,2000,,,,,,,,True,From 05/09/2026,Antwerp,Zirkstraat Antwerp,,,,,,False,,3667,
50,vbe36147,4.4034912,51.2146202,Rent,1290,Appartment,Flat,46472,2000,,,,,,,,True,From 19/08/2026,Antwerp,Vleminckveld Antwerp,,,,,,False,,3526,
50,vbe36168,4.4034912,51.2146202,Rent,1290,Appartment,Flat,46472,2000,,,,,,,,True,From 25/08/2026,Antwerp,Vleminckveld Antwerp,,,,,,False,,3514,
51,vbd91710,4.4093464,51.2244673,Rent,3995,Appartment,Flat,46472,2000,,,,,,,,True,From 13/06/2026,Antwerp,Venusstraat Antwerp,,,,,,False,,3971,
51,vbd90236,4.4093464,51.2244673,Rent,3995,Appartment,Flat,46472,2000,,,,,,,,True,From 29/08/2026,Antwerp,Venusstraat Antwerp,,,,,,False,,3953,
52,vbd95894,4.416842,51.2198314,Rent,1595,Appartment,Flat,37417,2000,,,,,,,,,,Antwerp,Franklin Rooseveltplaats,3.0,,,,,,,3948,
52,vbd95893,4.416842,51.2198314,Rent,1595,Appartment,Flat,37417,2000,,,,,,,,,,Antwerp,Franklin Rooseveltplaats,3.0,,,,,,,3944,
53,vbe32080,4.4171,51.21637,Rent,1267,Appartment,GroundFloor,46612,2018,,Fully renovated,37.0,1.0,,,,True,,Antwerp,Appelmansstraat,30.0,,,,,,,3617,
53,vbe27804,4.4171,51.21637,Rent,1267,Appartment,GroundFloor,46612,2018,,Fully renovated,37.0,1.0,,,,True,,Antwerp,Appelmansstraat,30.0,,,,,,,3742,
54,vbe27774,4.4171,51.21637,Rent,1418,Appartment,GroundFloor,46612,2018,,Fully renovated,54.0,1.0,,,,True,,Antwerp,Appelmansstraat,30.0,,,,,,,3736,
54,vbe27789,4.4171,51.21637,Rent,1418,Appartment,GroundFloor,46612,2018,,Fully renovated,54.0,1.0,,,,True,,Antwerp,Appelmansstraat,30.0,,,,,,,3747,
55,vbe27784,4.4171,51.21637,Rent,1469,Appartment,GroundFloor,46612,2018,,Fully renovated,58.0,1.0,,,,True,,Antwerp,Appelmansstraat,30.0,,,,,,,3752,
55,vbe32075,4.4171,51.21637,Rent,1469,Appartment,GroundFloor,46612,2018,,Fully renovated,58.0,1.0,,,,True,,Antwerp,Appelmansstraat,30.0,,,,,,,3627,
56,rbv61648,4.419534,51.21782,Rent,1200,Appartment,Flat,38284,2018,,Normal,115.0,2.0,1.0,False,2.0,False,Immediately,Antwerp,Breydelstraat,29.0,,,,,,,3780,
56,rbv61649,4.419534,51.21782,Rent,1200,Appartment,Flat,38284,2018,,Normal,115.0,2.0,1.0,False,2.0,False,Immediately,Antwerp,Breydelstraat,29.0,,,,,,,3782,
57,rbv85829,4.4216432,51.2270138,Rent,1045,Appartment,Flat,46537,2000,,Normal,28.0,,1.0,False,,True,From 01/07/2026,Antwerp,Oudesteenweg,108.0,,,,,,,3834,
57,rbv85824,4.4216432,51.2270138,Rent,1045,Appartment,Flat,46537,2000,,Normal,28.0,,1.0,False,,False,Immediately,Antwerp,Oudesteenweg,108.0,,,,,,,3850,
