referenceID,longitude,latitude,transaction_type,price,property_type,property_subtype,seller_id,postal_code,date_of_construction,property_condition,livable_surface,number_of_bedrooms,number_of_bathrooms,elevator,terrace,furnished,availability,province,street,street_number,garage,land_surface,energy_consumption,garden,balcony,swimming_pool,og_row_number
rbv84250,4.49417425,50.8669525,Rent,3600,House,Villa,33654,1933,2012.0,,350.0,7.0,,False,,False,,Vlaams brabant,Schemeringsweg,23.0,,,,,,,1565
rbv83025,4.7605942,50.8626042,Rent,1499,House,House,48954,3360,1961.0,Normal,127.0,3.0,1.0,False,,False,,Vlaams brabant,Tiensesteenweg,94.0,,665.0,,,,,1566
vbe18993,4.43822,50.8569086,Rent,2800,House,House,45858,1950,,Fully renovated,180.0,4.0,2.0,False,,False,Immediately,Vlaams brabant,Avenue des Dix Arpents,55.0,,,,250.0,,False,1567
vbe19876,4.4673696,50.8554674,Rent,3200,House,Villa,27612,1950,,Excellent,225.0,6.0,3.0,False,,False,Immediately,Vlaams brabant,Av. Hebron,146.0,1.0,473.0,,200.0,,,1568
vbe18914,4.4851218,50.8309783,Rent,3950,House,House,43157,1950,1970.0,Normal,300.0,5.0,2.0,False,20.0,False,Immediately,Vlaams brabant,Chaussée de Malines,298.0,2.0,2100.0,370.0,1000.0,,False,1569
rbv84641,4.51465042,50.86055657,Rent,1600,Appartment,Flat,33654,1933,2017.0,,,2.0,1.0,True,,False,From 01/08/2026,Vlaams brabant,Schapenweg,7.0,,,,,,,1570
vbe18827,4.27707,50.76778,Rent,1800,Appartment,Loft,39178,1651,,Excellent,220.0,3.0,1.0,False,,False,Immediately,Vlaams brabant,,,,,45812.0,,,,1571
vbe18569,4.5014432,50.8428506,Rent,1250,Appartment,Flat,27612,1970,1975.0,Excellent,80.0,2.0,1.0,True,10.0,False,,Vlaams brabant,Avenue Brueghel,7.0,,,,,,,1572
vbe19208,4.3120069,50.7686913,Rent,1800,Appartment,Loft,39178,1650,,Excellent,220.0,3.0,1.0,False,,False,Immediately,Vlaams brabant,,,,,45812.0,,,,1573
rbv84642,4.482651,50.85321,Rent,2300,House,House,33654,1970,,,211.0,4.0,2.0,False,,False,From 01/07/2026,Vlaams brabant,Sint-Pietersplein,17.0,,,,,,,1575
rbv81538,4.4671004,50.8398212,Rent,1300,House,House,40120,1950,,Normal,100.0,3.0,1.0,False,,,Negotiable,Vlaams brabant,François Vander Elststraat,12.0,,55.0,,,,,1576
vbe17103,4.4912903,50.8348359,Rent,2500,House,House,43157,1970,2025.0,New,240.0,4.0,2.0,False,,False,Immediately,Vlaams brabant,Rue Profonde,47.0,1.0,,,,,False,1577
rbv82225,4.5152367,50.8625724,Rent,1650,House,House,31820,1933,,,157.0,4.0,2.0,,23.0,False,,Vlaams brabant,Mechelsesteenweg,230.0,,,,,,,1578
rbv80258,4.52147,50.8335051,Rent,6500,House,House,31820,3080,,,519.0,6.0,4.0,,,False,Immediately,Vlaams brabant,Museumlaan,9.0,2.0,,,,,,1579
vbe12573,4.3517494,50.7455872,Rent,1650,House,House,39178,1640,1936.0,Normal,165.0,3.0,2.0,False,35.0,False,,Vlaams brabant,Rollebaan,34.0,,90.0,48316.0,,,False,1580
vbe14449,4.3594922,50.7482964,Rent,1200,Appartment,Flat,45012,1640,2001.0,Normal,110.0,2.0,1.0,False,,False,Immediately,Vlaams brabant,Rue du Ruisseau,40.0,,,13533.0,,,False,1581
rbv70367,4.431985,50.8936537,Rent,1800,House,House,33802,1831,2026.0,,135.0,3.0,2.0,False,,False,Immediately,Vlaams brabant,Oude Haachtsesteenweg,12.0,,,,,,False,1582
vbe15170,4.451109,50.8682397,Rent,2600,House,House,43157,1932,1989.0,Fully renovated,264.0,6.0,3.0,False,22.0,False,Immediately,Vlaams brabant,Kasteelgaarde,4.0,1.0,264.0,,66.0,,False,1583
vbe15553,4.5100906,50.8428199,Rent,1600,Appartment,Duplex,27612,1933,2023.0,Excellent,90.0,2.0,1.0,False,9.0,True,Immediately,Vlaams brabant,Du Roy de Blicquylaan,5.0,,,,,,,1584
rbv74231,4.5427245,50.8588579,Rent,2100,House,Villa,31820,3080,1989.0,,368.0,4.0,2.0,False,30.0,False,Immediately,Vlaams brabant,Nachtegalenlaan,44.0,2.0,570.0,,,,False,1585
rbv70331,4.432205,50.8938251,Rent,1800,House,House,33802,1831,2026.0,New,135.0,3.0,2.0,False,12.0,False,Immediately,Vlaams brabant,Oude Haachtsesteenweg,20.0,,,,,,,1586
rbv73815,4.2868035,50.7918086,Rent,1100,Appartment,Flat,31453,1600,,Excellent,75.0,2.0,1.0,,,,,Vlaams brabant,Platanenlaan,54.0,1.0,,,,,,1587
rbv74538,4.5461464,50.7568517,Rent,1650,House,House,43007,3090,,,140.0,3.0,1.0,,,,,Vlaams brabant,Borrestraat,35.0,,600.0,,55.0,,,1588
vbe17013,4.276866,50.7658,Rent,1150,Appartment,Flat,47767,1651,2019.0,Normal,95.0,2.0,1.0,True,8.0,False,Immediately,Vlaams brabant,Wolfabriekstraat,3.0,,,,,,,1589
rbv78635,4.5445247,50.8589893,Rent,1850,House,House,42482,3080,,,318.0,3.0,,False,25.0,,,Vlaams brabant,Leeuwerikenlaan,54.0,1.0,510.0,,,,False,1590
vbe10753,4.5083897,50.8433611,Rent,3150,House,House,43157,1933,1989.0,Normal,250.0,5.0,2.0,False,,False,,Vlaams brabant,Du Roy de Blicquylaan,2.0,1.0,,,,,False,1591
rbv71213,4.712293,50.883,Rent,1150,Appartment,Flat,47460,3000,,Normal,,2.0,1.0,True,,False,Immediately,Vlaams brabant,Diestsevest,33.0,1.0,,,,,,1592
rbv74230,4.2298213,50.9603809,Rent,1750,Appartment,Loft,31830,1785,,Excellent,146.0,1.0,1.0,True,42.0,False,Immediately,Vlaams brabant,Kattestraat,42.0,,,,,,False,1593
vbe15835,4.4683119,50.8604448,Rent,2750,House,House,27612,1950,,Excellent,177.0,3.0,2.0,False,28.0,False,Immediately,Vlaams brabant,Rue de Stockel,14.0,,800.0,,240.0,,,1594
vbe14663,4.4647685,50.8604755,Rent,1050,Appartment,GroundFloor,27612,1950,1975.0,Excellent,75.0,2.0,1.0,True,,False,,Vlaams brabant,Avenue Saint Pancrace,12.0,,,,,,,1595
vbe16780,4.3476782,50.7466848,Rent,990,Appartment,Flat,40223,1640,2018.0,Excellent,60.0,1.0,1.0,True,,False,,Vlaams brabant,Stationsstraat,8.0,,,3754.0,,,False,1596
rbv78632,4.5060298,50.823293,Rent,975,Appartment,Flat,40120,3080,2024.0,Normal,58.0,1.0,1.0,True,3.0,,Negotiable,Vlaams brabant,Brusselsesteenweg,106.0,,,,,,,1597
vbe02979,4.33917,50.76971,Rent,3500,House,Villa,33267,1630,,Excellent,217.0,4.0,2.0,,30.0,,Immediately,Vlaams brabant,VALLEE DES ARTISTES,12.0,,1000.0,,1430.0,,,1598
rbv48953,4.1904839,50.9011785,Rent,1595,House,House,38423,1730,,Fully renovated,130.0,2.0,1.0,False,,False,,Vlaams brabant,Terlindenweg,58.0,1.0,440.0,,,,False,1599
vbe05188,4.4685633,50.8388636,Rent,1100,Appartment,Flat,38398,1950,,Normal,77.0,1.0,1.0,False,,False,,Vlaams brabant,Avenue Reine Astrid,445.0,,,12531.0,,,,1600
rbv65182,4.328495,50.93423,Rent,1350,Appartment,Penthouse,33657,1860,2025.0,New,105.0,2.0,1.0,True,13.0,False,Immediately,Vlaams brabant,Limbosweg,3.0,,,,,,,1601
vbe06796,4.4011764,50.9149029,Rent,995,Appartment,Flat,40081,1800,2014.0,Excellent,50.0,1.0,1.0,True,8.0,True,,Vlaams brabant,Twee Leeuwenweg,22.0,,,,,,False,1602
vbe04903,4.2824184,50.7885221,Rent,1500,Appartment,Flat,46472,1600,,,,,,,,,From 01/07/2026,Vlaams brabant,Ruisbroeksesteenweg Sint-Pieters-Leeuw,,,,,,False,,1603
rbv68017,4.5363839,50.7723277,Rent,1200,Appartment,Duplex,40120,3090,,Normal,121.0,2.0,1.0,False,9.0,,Negotiable,Vlaams brabant,Nestor Rowiesstraat,5.0,,,,,,,1604
rbv59724,4.6168501,50.7862464,Rent,1161,Appartment,Flat,42958,3040,2019.0,New,70.0,1.0,1.0,True,45.0,,Immediately,Vlaams brabant,Stroobantsstraat,75.0,,,,,,,1605
vbe02096,4.50848,50.83854,Rent,2650,House,House,39482,1970,,,210.0,4.0,1.0,,,,From 01/05/2026,Vlaams brabant,,,2.0,700.0,,600.0,,,1606
vbe08700,4.4845312,50.8435423,Rent,1850,House,House,45858,1970,1970.0,Normal,160.0,4.0,2.0,False,13.0,False,,Vlaams brabant,Oppemlaan,169.0,1.0,280.0,80470.0,280.0,,False,1607
rbv43387,4.3166667,50.7833333,Rent,3000,House,House,49237,1620,2023.0,Excellent,,4.0,2.0,,10.0,,Immediately,Vlaams brabant,,,,,,100.0,,,1608
vbe04482,4.50775,50.82595,Rent,3100,House,House,33267,3080,1969.0,Excellent,185.0,5.0,,,,,Immediately,Vlaams brabant,,,,,,600.0,,,1609
rbv66232,4.5061083,50.8166479,Rent,1700,Appartment,Flat,31820,3080,,,140.0,3.0,1.0,,,False,Immediately,Vlaams brabant,Eikestraat,4.0,,,,,,,1610
vbe09110,4.5067691,50.8234868,Rent,1100,Appartment,Flat,46472,3080,,,,,,,,,From 10/07/2026,Vlaams brabant,Steenweg op Brussel Tervuren,,,,,,False,,1611
vbe01461,4.5123967,50.8169619,Rent,3200,House,Villa,43157,3080,1976.0,Excellent,350.0,4.0,2.0,False,50.0,False,Immediately,Vlaams brabant,Vossenlaan,42.0,1.0,,,1500.0,,False,1612
rbv49560,4.708418,50.8792742,Rent,1220,Appartment,Flat,46561,3000,,,98.0,1.0,1.0,False,,True,Immediately,Vlaams brabant,Koning Leopold,1.0,,,,,False,,1613
rbv48780,4.5844026,50.8418867,Rent,2100,House,Villa,42482,3061,2021.0,New,250.0,3.0,2.0,,,False,Immediately,Vlaams brabant,Nollekensstraat,20.0,,,17.0,800.0,,,1614
vbe00717,4.4657927,50.8489027,Rent,1850,Appartment,Flat,43157,1950,2008.0,Excellent,85.0,2.0,2.0,True,21.0,True,,Vlaams brabant,Avenue Reine Astrid,,1.0,,83.0,,,False,1615
rbv69578,4.6967578,50.8815197,Rent,2350,House,House,39243,3000,2025.0,New,254.0,4.0,2.0,False,25.0,False,Immediately,Vlaams brabant,,,2.0,1379.0,,,,,1616
vbd80657,4.4682132,50.8393595,Rent,1450,Appartment,Flat,43157,1950,1970.0,Normal,108.0,3.0,1.0,True,,False,Immediately,Vlaams brabant,Avenue Reine Astrid,427.0,,,,,,False,1617
rbv38027,4.4112637,51.2037695,Rent,680,Appartment,Flat,48587,3000,,,42.0,1.0,1.0,True,,True,,Vlaams brabant,Parijsstraat Leuven,,,,,,False,,1618
rbv40060,4.4112637,51.2037695,Rent,596,Appartment,Flat,48587,3000,,,39.0,1.0,1.0,True,,True,,Vlaams brabant,Bondgenotenlaan Leuven,,,,,,False,,1619
rbv36779,4.70151672,50.86618366,Rent,990,Appartment,Flat,31826,3001,,,,2.0,1.0,,6.0,,,Vlaams brabant,Broekstraat,78.0,,,,,,,1620
rbv40868,4.3069326,50.9386175,Rent,2200,House,House,48959,1860,,Normal,383.0,4.0,5.0,True,52.0,False,Immediately,Vlaams brabant,Pastoriestraat,6.0,,,,,,,1621
rbv36732,4.5536068,50.8156444,Rent,1300,Appartment,Flat,42958,3080,,Excellent,105.0,2.0,1.0,False,,,,Vlaams brabant,Begijnhofstraat,13.0,,,,,,,1622
rbv25738,4.2465714,50.8121638,Rent,1850,House,Villa,31453,1602,2020.0,New,122.0,3.0,1.0,,,,,Vlaams brabant,Beersbrugstraat,68.0,1.0,420.0,,,,,1623
rbv42922,4.53475,50.77381,Rent,4500,House,House,49236,3090,,Normal,296.0,5.0,2.0,,24.0,True,Immediately,Vlaams brabant,,,,4795.0,,4795.0,,,1624
vbd85157,4.4971122,50.8591413,Rent,2900,House,House,43157,1933,1971.0,Excellent,273.0,5.0,2.0,False,12.0,False,Immediately,Vlaams brabant,Klaprozenhof,6.0,2.0,,,,,False,1625
rbv39300,4.467893,50.8785676,Rent,2500,House,House,31820,1930,,,349.0,4.0,2.0,False,18.0,False,Immediately,Vlaams brabant,Kleine Daalstraat,88.0,,,,,,False,1626
vbd89034,4.3183887,50.7815217,Rent,3200,House,House,46472,1620,,,,,,,,True,From 08/06/2026,Vlaams brabant,Bosstraat Drogenbos,,,165.0,,,False,,1627
vbd92206,4.507909,50.7357741,Rent,5700,House,House,46472,3090,,,,,,,,,From 08/06/2026,Vlaams brabant,Labbelaan Overijse,,,410.0,,,False,,1628
rbv40106,4.4112637,51.2037695,Rent,660,Appartment,Flat,48587,3000,,Fully renovated,29.0,1.0,1.0,True,,True,,Vlaams brabant,Naamsestraat Leuven,,,,,,False,,1629
vbd93818,4.5161823,50.8632635,Rent,2600,House,House,43157,1933,2004.0,Fully renovated,215.0,4.0,3.0,False,20.0,False,,Vlaams brabant,,,1.0,450.0,,400.0,,False,1630
rbv38031,4.4112637,51.2037695,Rent,575,Appartment,FlatStudio,48587,3000,,,25.0,1.0,1.0,True,,True,,Vlaams brabant,Diestsestraat Leuven,,,,,,False,,1631
vbd84266,4.4553875,50.8723019,Rent,1650,Appartment,Duplex,43157,1932,2008.0,Normal,135.0,2.0,1.0,True,,False,Immediately,Vlaams brabant,Jozef Van Damstraat,9.0,,,,,,False,1632
vbd87253,4.4789998,50.8465683,Rent,2600,House,House,43157,1970,1969.0,Normal,180.0,3.0,2.0,False,20.0,False,,Vlaams brabant,Avenue François Landrain,44.0,2.0,400.0,231.0,300.0,,False,1633
rbv40055,4.4112637,51.2037695,Rent,624,Appartment,Flat,48587,3000,,Fully renovated,45.0,1.0,1.0,True,,True,,Vlaams brabant,Tiensestraat Leuven,,,,,,False,,1634
vbd96165,4.53475,50.77381,Rent,2550,House,House,39905,3090,2019.0,Excellent,250.0,3.0,2.0,False,20.0,False,,Vlaams brabant,,,1.0,200.0,20610.0,100.0,,False,1635
rbv11805,4.674057,50.90411,Rent,1100,Appartment,Flat,47460,3020,2010.0,Normal,93.0,2.0,1.0,False,,False,Immediately,Vlaams brabant,Onze-Lieve-Vrouwstraat,15.0,,,,,,,1636
vbd77104,4.4783169,50.8272061,Rent,2350,House,House,43157,1950,1976.0,Excellent,164.0,3.0,2.0,False,25.0,False,Immediately,Vlaams brabant,Avenue des Châtaignes,31.0,1.0,1070.0,,804.0,,False,1637
rbu86172,4.35753,50.74594,Rent,1350,Appartment,Duplex,42924,1640,,,118.0,2.0,1.0,False,,,,Vlaams brabant,,,,,,,,,1638
rbu47906,4.46753,50.86222,Rent,1950,House,House,33654,1950,,,160.0,3.0,2.0,False,,False,Immediately,Vlaams brabant,Steenweg op Zaventem,1.0,1.0,,,600.0,,,1639
vbd44951,4.474733,50.827693,Rent,3750,House,House,43157,1950,1975.0,Excellent,280.0,4.0,3.0,False,20.0,False,,Vlaams brabant,Avenue des Dominicaines,3.0,,1000.0,265.0,1000.0,,False,1640
rbu63473,4.5684849,50.8801258,Rent,2450,House,Villa,31820,3078,,,280.0,4.0,2.0,False,15.0,False,,Vlaams brabant,Wolvestraat,34.0,2.0,1800.0,,,,False,1641
vbd47705,4.4543506,50.780928,Rent,2300,House,Villa,43157,3090,,Excellent,280.0,4.0,3.0,False,,False,Immediately,Vlaams brabant,Terblokstraat,90.0,1.0,,,,,False,1642
vbd49212,4.4670922,50.8474764,Rent,1650,Appartment,Duplex,40213,1950,2017.0,Excellent,135.0,2.0,1.0,True,33.0,False,From 01/02/2026,Vlaams brabant,Koningin Astridlaan,284.0,,,,,,,1643
vbd09435,4.50848,50.83854,Rent,3300,House,Villa,43157,1970,1993.0,Excellent,300.0,6.0,3.0,False,,False,Immediately,Vlaams brabant,,,2.0,600.0,,600.0,,False,1644
rbv02188,4.2828298,50.8471285,Rent,1050,Appartment,Flat,31453,1700,,Excellent,89.0,2.0,1.0,,12.0,True,,Vlaams brabant,A. Waucquezlaan,4.0,1.0,,,,,,1645
vbd09598,4.4667617,50.8478683,Rent,1750,Appartment,Flat,40213,1950,2017.0,Normal,131.0,3.0,1.0,True,25.0,False,From 01/11/2025,Vlaams brabant,Koningin Astridlaan,278.0,,,,,,,1646
vbd34081,4.50775,50.82595,Rent,12500,House,Villa,43065,3080,,Excellent,435.0,5.0,6.0,,,,Immediately,Vlaams brabant,,,1.0,,,,,True,1647
vbd69670,4.4686694,50.8411178,Rent,1800,Appartment,Flat,43157,1950,2021.0,New,50.0,1.0,1.0,True,16.0,True,,Vlaams brabant,Avenue Reine Astrid,,1.0,,,500.0,,False,1648
vbc98360,4.4686694,50.8411178,Rent,2200,Appartment,Flat,43157,1950,2021.0,New,88.0,2.0,2.0,True,,True,,Vlaams brabant,Avenue Reine Astrid,387.0,1.0,,,500.0,,False,1649
vbd06769,4.4667617,50.8478683,Rent,1175,Appartment,Flat,40213,1950,2017.0,Excellent,50.0,1.0,,True,2.0,False,From 31/07/2025,Vlaams brabant,Koningin Astridlaan,278.0,,,,,,,1650
vbd01159,4.4502354,50.8691972,Rent,2300,House,House,43157,1932,,Normal,210.0,3.0,1.0,False,35.0,False,,Vlaams brabant,,,1.0,,,,,False,1651
vbd35179,4.4669043,50.8477593,Rent,1050,Appartment,FlatStudio,40213,1950,2017.0,Normal,43.0,,,True,2.0,True,From 26/08/2025,Vlaams brabant,Koningin Astridlaan,282.0,,,,,,,1652
rbv07510,4.4304972,50.9037711,Rent,1200,Appartment,Flat,31820,1830,,,,2.0,1.0,,7.0,True,Immediately,Vlaams brabant,George Lacroixstraat,40.0,,,,,,,1653
rbv05566,4.708418,50.8792742,Rent,1250,Appartment,Flat,46561,3000,,,,1.0,1.0,False,4.0,,From 01/04/2026,Vlaams brabant,Koning Leopold I-Straat,17.0,,,,,True,,1654
vbd54081,4.4670922,50.8474764,Rent,2050,Appartment,Duplex,40213,1950,2017.0,New,146.0,3.0,1.0,True,34.0,False,From 01/03/2026,Vlaams brabant,Koningin Astridlaan,284.0,,,,,,,1655
vbd29542,4.5067604,50.7792683,Rent,2950,House,Villa,43157,3090,1974.0,Excellent,340.0,5.0,3.0,False,,False,Immediately,Vlaams brabant,Hoogveldlaan,4.0,,1460.0,24.0,1460.0,,False,1656
rbv03942,4.481033,50.76214,Rent,1850,House,Villa,43417,1560,1997.0,Normal,203.0,4.0,2.0,False,30.0,False,Immediately,Vlaams brabant,Willem Matstraat,28.0,1.0,990.0,,700.0,,,1657
rbv27354,4.471826,50.7637268,Rent,1300,House,House,43417,1560,,Normal,,3.0,1.0,False,28.0,False,Immediately,Vlaams brabant,Charles Coppensstraat,10.0,,,,,,,1658
rwc42503,4.6991743,50.8615042,Rent,650,Appartment,FlatStudio,0,3001,1972.0,Fully renovated,28.0,0.0,1.0,True,4.0,False,From 01/08/2026,Vlaams brabant,Leeuwerikenstraat,41.0,,,,100.0,,False,1659
vbd99817,4.514,50.84358,Rent,3500,Appartment,Flat,33267,1933,2021.0,Excellent,169.0,3.0,,True,22.0,,From 30/06/2026,Vlaams brabant,DU ROY DE BLICQUYLAAN,13.0,1.0,,,,,,1660
rwc42563,4.9214636,50.8049085,Rent,600,House,Villa,0,3300,2000.0,Normal,80.0,1.0,1.0,,10.0,,,Vlaams brabant,Grijpenveldstraat,56.0,,,,10000.0,,,1661
vbc94649,4.4592974,50.8610856,Rent,4500,House,Villa,43157,1950,2025.0,New,300.0,4.0,3.0,True,,False,Immediately,Vlaams brabant,,,1.0,,,,,False,1662
rbt43828,3.9899741,50.7070524,Rent,1000,Appartment,Flat,40123,1541,2018.0,Normal,,1.0,1.0,False,,True,,Vlaams brabant,,,,,,,,,1663
rbu73155,4.4611206,50.7670264,Rent,1150,Appartment,GroundFloor,43417,1560,1970.0,,93.0,2.0,1.0,False,10.0,False,Immediately,Vlaams brabant,Groenendaalsesteenweg,97.0,1.0,,,,,,1664
vbd84777,4.5182,50.82183,Rent,1950,Appartment,Flat,33267,3080,2025.0,New,92.0,2.0,1.0,True,6.0,,Immediately,Vlaams brabant,ISABELLAPLEIN Tervuren,,1.0,,,,True,,1665
rbu96664,4.4740458,50.7674863,Rent,985,Appartment,Flat,43417,1560,1920.0,New,85.0,1.0,1.0,False,15.0,False,,Vlaams brabant,,,,,,400.0,,,1666
vbd64648,4.452242,50.85881,Rent,775,Appartment,FlatStudio,46449,1932,1973.0,,37.0,,1.0,True,3.0,False,,Vlaams brabant,Lenneke Marelaan,34.0,,,,,,,1667
vbc69683,4.4592974,50.8610856,Rent,2950,House,House,43157,1950,,Excellent,,4.0,2.0,False,,False,,Vlaams brabant,,,,,,,,False,1668
vbc96242,4.4773456,50.8205507,Rent,1100,Appartment,Flat,46472,3080,,,,,,,,,From 04/09/2025,Vlaams brabant,Steenweg op Brussel Tervuren,,,,,,False,,1669
vbc97475,4.4667617,50.8478683,Rent,1800,Appartment,Flat,40213,1950,2017.0,Normal,165.0,3.0,1.0,True,42.0,False,From 27/09/2025,Vlaams brabant,Koningin Astridlaan,278.0,,,,,,,1670
vbd25611,4.44675749,50.85525125,Rent,1100,Appartment,Flat,46449,1932,1976.0,,75.0,1.0,1.0,True,8.0,True,Immediately,Vlaams brabant,Avenue Hippocrate,4.0,,,,,,True,1672
rbu79491,4.628558,50.77921,Rent,1600,House,House,43417,3040,1920.0,Normal,222.0,4.0,2.0,False,50.0,False,Immediately,Vlaams brabant,Oude Waversebaan,87.0,1.0,2000.0,,1500.0,,,1673
rbv78219,4.2836002,50.7934148,Rent,1050,Appartment,Flat,31453,1600,2010.0,Excellent,86.0,2.0,1.0,,8.0,,,Vlaams brabant,Bergensesteenweg,275.0,1.0,,,,,,1674
vbd93812,4.50775,50.82595,Rent,2195,House,House,33267,3080,,Excellent,280.0,4.0,,,,,Immediately,Vlaams brabant,,,,,,570.0,,,1675
vbe35127,4.6683679,50.4649649,Rent,750,Appartment,Flat,42622,5190,,Fully renovated,45.0,1.0,1.0,True,,,Immediately,Namur,Rue du Haut Cortil,1.0,,,18486.0,,,,1676
vbe36293,4.8718068,50.4674593,Rent,795,Appartment,Flat,27843,5000,,Normal,80.0,2.0,1.0,True,,False,,Namur,,,,,38458.0,,,,1677
vbe34410,4.7461199,50.1362261,Rent,750,Appartment,Duplex,44706,5680,,Normal,118.0,2.0,1.0,False,,False,From 01/09/2026,Namur,,,,,,,,,1678
vbe36572,4.8718068,50.4674593,Rent,1050,Appartment,Flat,38100,5000,,,100.0,2.0,2.0,True,,,,Namur,,,,,10494.0,,,,1679
vbe37025,5.0922322,50.3453749,Rent,600,Appartment,Flat,44866,5360,,Excellent,78.0,2.0,1.0,False,,,,Namur,,,,,29314.0,,,,1680
vbe36448,4.9798922,50.1694226,Rent,755,House,House,38377,5560,,Excellent,153.0,2.0,1.0,False,,False,Immediately,Namur,,,1.0,,109.0,,,,1681
vbe36911,4.63024,50.44938,Rent,910,Appartment,Flat,27536,5060,,Normal,113.0,2.0,1.0,True,4.0,False,,Namur,,,,,,,,,1682
vbe36328,4.9059609,50.1003926,Rent,900,House,House,38377,5570,,Normal,178.0,3.0,2.0,False,,False,Immediately,Namur,,,,,69798.0,,,,1683
vbe36764,4.8654145,50.4627123,Rent,550,Appartment,FlatStudio,45932,5000,,Normal,30.0,0.0,1.0,False,,False,,Namur,Rue de la Halle,2.0,,,7602.0,,,,1684
vbe36490,4.90412,50.35433,Rent,860,Appartment,Flat,42790,5530,,Normal,86.0,2.0,1.0,False,4.0,False,From 01/11/2024,Namur,Rue du Fraichaux,5.0,,,,,False,,1685
vbe36763,4.8959671,50.4431895,Rent,1000,Appartment,Flat,45932,5101,,Excellent,75.0,2.0,2.0,True,10.0,False,,Namur,Rue Paule Bisman,2.0,,,7307.0,,,,1686
vbe36821,4.68021,50.25227,Rent,600,Appartment,Flat,44706,5620,,Normal,91.0,1.0,,False,,False,Immediately,Namur,,,1.0,,,,,,1687
vbe32993,5.09535359,50.48770715,Rent,725,Appartment,Flat,40927,5300,,Normal,50.0,1.0,,False,,False,From 03/08/2026,Namur,Rue Bertrand,91.0,,,,,,,1688
vbe36549,5.0969041,50.4874003,Rent,950,Appartment,Flat,46455,5300,2026.0,New,100.0,2.0,1.0,True,10.0,False,,Namur,Rue Defnet,19.0,,,4741.0,,,,1689
vbe34751,5.00944,50.52227,Rent,1150,Appartment,Flat,40927,5300,2018.0,,110.0,3.0,,False,16.0,False,,Namur,Rue Saint-Roch,24.0,,,,65.0,,,1690
vbe36497,5.121815,50.43473,Rent,1050,House,House,46290,5350,,,180.0,2.0,1.0,False,,False,From 01/07/2026,Namur,Rue Pierre Froidbise,70.0,2.0,,,,,,1691
vbe36858,4.8623289,50.46696235,Rent,300,Appartment,FlatStudio,27315,5000,,,14.0,1.0,1.0,False,,False,,Namur,Rue Godefroid,21.0,,,,,,,1692
vbe33782,4.691298,50.56682,Rent,1050,Appartment,Flat,27646,5030,,,110.0,3.0,1.0,True,,False,,Namur,Chaussée de Charleroi,49.0,,,,,,,1693
vbe36773,4.8718068,50.4674593,Rent,1600,House,House,44866,5000,,Normal,220.0,3.0,2.0,False,,,,Namur,,,,,54232.0,,,,1694
vbe32303,4.6607223,50.31507,Rent,1250,Appartment,Flat,44975,5640,2025.0,New,118.0,3.0,1.0,True,,False,Immediately,Namur,Rue de Florennes,24.0,1.0,,5517.0,,,,1695
vbe35837,4.9094178,50.2609258,Rent,800,Appartment,Flat,42863,5500,,Excellent,80.0,2.0,2.0,True,,False,,Namur,Avenue Colonel Cadoux,13.0,,,9636.0,,,,1696
vwd17858,5.0485028,50.328529,Rent,900,House,House,0,5360,1800.0,Normal,155.0,3.0,1.0,,,,,Namur,de Gemenne,1.0,,,,700.0,,,1697
vbe35584,4.8674002,50.3756621,Rent,1450,House,House,43248,5170,2024.0,New,148.0,3.0,1.0,False,21.0,False,,Namur,,,,339.0,7615.0,265.0,,,1698
vbe35462,4.871877,50.4563673,Rent,750,Appartment,Flat,43248,5100,,Normal,45.0,1.0,1.0,False,1.0,False,Immediately,Namur,,,,,17222.0,,,,1699
rwc42814,4.8230619,50.3891413,Rent,860,Appartment,GroundFloor,49071,5170,2021.0,Excellent,83.0,1.0,,,,,From 01/08/2026,Namur,Rue Jules Bourbouse,56.0,,,,,,,1700
vbe36203,4.8741846,50.4614558,Rent,700,Appartment,FlatStudio,43736,5100,1971.0,Normal,44.0,1.0,1.0,True,11.0,False,,Namur,Rue Mazy,137.0,,,15813.0,,,,1701
vbe35737,4.8673129,50.4710732,Rent,500,Appartment,FlatStudio,27315,5000,,,22.0,1.0,,False,,False,From 01/09/2026,Namur,Chaussée de Louvain,59.0,,,,,,,1702
vbe35404,4.8628304,50.4504045,Rent,2300,Appartment,Flat,39289,5100,2018.0,Excellent,166.0,3.0,3.0,True,,False,,Namur,Rue de Francquen,98.0,2.0,,18336.0,,,,1703
vbe35176,4.8548972,50.4671138,Rent,1200,Appartment,GroundFloor,45932,5000,,Excellent,91.0,2.0,1.0,False,14.0,False,,Namur,Avenue de Stassart,20.0,1.0,,29132.0,,,,1704
vbe35352,4.8733827,50.4452761,Rent,995,Appartment,Flat,45012,5100,2022.0,Excellent,95.0,2.0,1.0,True,5.0,False,Immediately,Namur,Rue Julie Dessy,8.0,,,6303.0,,,,1705
vbe35583,4.871877,50.4563673,Rent,900,Appartment,Flat,43248,5100,2005.0,Excellent,80.0,2.0,1.0,False,,False,,Namur,,,,,20169.0,,,,1706
vbe35842,5.093608,50.295178,Rent,725,Appartment,Flat,44866,5590,,Normal,62.0,1.0,1.0,True,5.0,False,,Namur,Rue des Dominicaines,2.0,,,4468.0,,,,1707
