referenceID,longitude,latitude,transaction_type,price,property_type,property_subtype,seller_id,postal_code,date_of_construction,property_condition,livable_surface,number_of_bedrooms,number_of_bathrooms,elevator,terrace,furnished,availability,province,street,street_number,garage,land_surface,energy_consumption,garden,balcony,swimming_pool,og_row_number
vbe35095,4.3876671,50.8469517,Sale,395000,Appartment,Duplex,46453,1000,1900.0,Excellent,120.0,2.0,2.0,False,,True,On contract,Brussels,Rue des Patriotes,9.0,,,,,,,3994
vbe35040,4.3766927,50.8235717,Sale,465000,Appartment,Flat,44165,1050,1959.0,Fully renovated,83.0,2.0,1.0,True,2.0,False,On contract,Brussels,Rdpt de l'Etoile,5.0,,,12178.0,,,,3995
vbe34650,4.3415279,50.8103165,Sale,190000,Appartment,Flat,46535,1180,,To be renovated,50.0,1.0,1.0,False,,False,Immediately,Brussels,Rue des Glaïeuls,17.0,,,,,,,3996
rbw19605,4.3333333,50.8,Sale,155000,Appartment,FlatStudio,48985,1180,1978.0,Excellent,54.0,1.0,1.0,,,,,Brussels,,,,,,,,,3997
vbe34000,4.4005491,50.8501828,Sale,329000,Appartment,Flat,46371,1030,1959.0,Normal,115.0,2.0,1.0,True,,False,,Brussels,Avenue Lacomblé,14.0,1.0,,,,True,,3998
vbe34263,4.3242407,50.8455239,Sale,319000,Appartment,Duplex,46371,1070,1944.0,To renovate,144.0,3.0,1.0,False,,False,,Brussels,Rue Léon Delacroix,23.0,,,,,True,,3999
vbe35189,4.4528542,50.832327,Sale,925000,House,House,46535,1150,1936.0,To be renovated,200.0,5.0,2.0,False,,False,,Brussels,Avenue Orban,20.0,,440.0,,300.0,,,4000
vbe35094,4.3733382,50.8516118,Sale,295000,Appartment,Flat,46453,1210,1902.0,Normal,70.0,2.0,1.0,False,7.0,False,On contract,Brussels,Rue Saint-Josse,13.0,,,,,,,4001
vbe34652,4.3742387,50.8512144,Sale,150000,Appartment,FlatStudio,40225,1210,1965.0,To renovate,34.0,0.0,1.0,True,15.0,False,On contract,Brussels,Rue de la Ferme,16.0,,,11112.0,,,,4002
vbe34034,4.4098093,50.8206834,Sale,625000,House,MixedBuilding,40587,1160,1915.0,Normal,188.0,4.0,2.0,,,False,On contract,Brussels,Chaussée de Wavre,1266.0,,,270.0,,,,4003
vbe33924,4.3193694,50.8569755,Sale,550000,House,MixedBuilding,38140,1080,1960.0,Excellent,240.0,2.0,2.0,,20.0,,,Brussels,,,1.0,,,135.0,,,4004
rbw17015,4.38865,50.81896,Sale,1080000,Appartment,Flat,48985,1050,,Excellent,253.0,3.0,1.0,True,,,Negotiable,Brussels,RUE DE L'ÉTÉ,53.0,,,,,True,,4005
vbe33925,4.3515499,50.8427501,Sale,339000,Appartment,Flat,38140,1000,1997.0,Excellent,80.0,1.0,1.0,True,,False,On contract,Brussels,,,,,,,,,4006
vbe32699,4.3672239,50.8227567,Sale,185000,Appartment,FlatStudio,46535,1000,,Normal,38.0,,1.0,True,,,Immediately,Brussels,Chaussée de Vleurgat,154.0,,,,,,,4007
vbe32420,4.30253,50.87113,Sale,225000,Appartment,Flat,38140,1083,1950.0,Normal,85.0,1.0,1.0,True,4.0,False,,Brussels,,,,,21566.0,,,,4008
vbe32350,4.399615,50.874464,Sale,235000,Appartment,Flat,42987,1140,,To renovate,90.0,3.0,1.0,True,,,On contract,Brussels,,,,,,,,,4010
vbe32440,4.3766927,50.8235717,Sale,310000,Appartment,GroundFloor,27205,1050,,Normal,60.0,1.0,1.0,True,,False,,Brussels,,,,,10872.0,,,,4011
vbe32723,4.4140542,50.8135769,Sale,300000,Appartment,Flat,40587,1160,1962.0,Normal,70.0,2.0,1.0,,15.0,False,On contract,Brussels,Avenue de Beaulieu,2.0,,,,,,,4012
vbd27505,4.3166667,50.8,Sale,350000,House,House,27205,1190,1884.0,To be renovated,170.0,7.0,1.0,,,,,Brussels,,,,,122998.0,60.0,,,4013
rbw26182,4.3333333,50.8,Sale,1290000,House,Villa,49240,1180,1927.0,Excellent,330.0,6.0,3.0,False,20.0,False,On contract,Brussels,,,1.0,450.0,,530.0,,,4014
rbw26183,4.3333333,50.8,Sale,1100000,House,Villa,49240,1180,1905.0,To be renovated,204.0,4.0,2.0,False,,False,On contract,Brussels,,,,1594.0,,1594.0,,,4015
vbe36902,4.3789342,50.8411553,Sale,435000,Appartment,Flat,45529,1000,2014.0,Normal,88.0,2.0,1.0,True,6.0,,On contract,Brussels,Chaussée d'Etterbeek,51.0,,,,,,,4016
vbe36970,4.2893543,50.8623456,Sale,389000,House,House,40405,1082,1930.0,Normal,140.0,4.0,1.0,False,18.0,,,Brussels,Rue de Grand-Bigard,384.0,,,339.0,54.0,,,4017
vbe36909,4.3166667,50.8,Sale,175000,Appartment,Flat,43156,1190,1938.0,To be renovated,52.0,1.0,1.0,False,,False,,Brussels,,,,,,,,,4018
vbe36895,4.4329851,50.8381484,Sale,975000,House,House,46007,1150,1954.0,Excellent,240.0,5.0,2.0,False,10.0,False,On contract,Brussels,,,1.0,585.0,,500.0,,,4019
rbw26178,4.3333333,50.8,Sale,1690000,House,Villa,49240,1180,1910.0,To be renovated,230.0,5.0,1.0,False,50.0,False,On contract,Brussels,,,1.0,1200.0,,950.0,,,4020
vbe37032,4.3515499,50.8427501,Sale,355000,Appartment,Flat,28161,1000,,,55.0,1.0,1.0,,18.0,,,Brussels,,,,,,,,,4021
rbw26179,4.3407539,50.7748717,Sale,1995000,House,House,49240,1180,1875.0,Normal,415.0,5.0,2.0,False,25.0,False,On contract,Brussels,Avenue des Hospices,186.0,4.0,77000.0,,7700.0,,True,4022
vbe37012,4.381355,50.8242662,Sale,235000,Appartment,Flat,43156,1050,1953.0,To be renovated,62.0,1.0,1.0,False,4.0,False,On contract,Brussels,Rue Leon Cuissez,60.0,,,,,,,4023
rbw26287,4.3102106,50.8420959,Sale,280000,Appartment,Flat,45647,1070,2009.0,,96.0,2.0,1.0,True,40.0,,,Brussels,Rue Démosthène,65.0,,,,,False,,4024
vbe36962,4.4033689,50.830747,Sale,210000,Appartment,FlatStudio,47575,1040,1975.0,Normal,46.0,0.0,1.0,True,10.0,,On contract,Brussels,Boulevard Louis Schmidt,78.0,1.0,,,,,,4025
vbe36968,4.435191,50.8477202,Sale,375000,Appartment,Flat,27466,1200,1965.0,Normal,123.0,3.0,2.0,True,2.0,False,On contract,Brussels,Avenue Paul Hymans,139.0,1.0,,38426.0,,True,,4026
vbe36997,4.3246279,50.8142177,Sale,420000,Appartment,Penthouse,45787,1190,2019.0,,92.0,2.0,2.0,False,18.0,,,Brussels,Avenue Van Volxem,14.0,,,,,False,,4027
vbe37014,4.373188,50.8941796,Sale,215000,Appartment,Flat,40405,1120,1974.0,Normal,61.0,1.0,1.0,False,2.0,False,,Brussels,Avenue du Roi Albert,43.0,,,,,,,4028
vbe36921,4.418088,50.895148,Sale,325000,Appartment,GroundFloor,37194,1130,2026.0,New,74.0,1.0,1.0,True,34.0,False,On contract,Brussels,Rue Servandoni,47.0,,,,150.0,,,4029
vbe37027,4.3515499,50.8427501,Sale,239000,Appartment,Flat,37194,1000,1930.0,Excellent,71.0,1.0,1.0,False,,,Immediately,Brussels,,,,,,,,,4030
rbw26285,4.2841726,50.8257354,Sale,200000,Appartment,Flat,45647,1070,1963.0,,76.0,2.0,1.0,True,,,,Brussels,Avenue Marius Renard,45.0,,,,,False,,4031
vbe36838,4.3544508,50.8203664,Sale,1300000,House,House,43156,1050,1929.0,Excellent,250.0,4.0,3.0,True,40.0,False,On contract,Brussels,Rue Franz Merjay,48.0,1.0,139.0,,,,,4032
rbw26158,4.344549,50.8516921,Sale,345000,Appartment,Flat,30847,1000,,Normal,96.0,1.0,1.0,,,False,Negotiable,Brussels,Antoine Dansaertstraat,113.0,,,,,,,4033
vbe36780,4.3719368,50.8203122,Sale,450000,Appartment,Flat,27241,1000,,Normal,120.0,2.0,2.0,True,5.0,False,On contract,Brussels,Rue de Belle-Vue,36.0,,,,,,,4034
vbe36847,4.308187,50.8365808,Sale,179000,Appartment,Flat,40405,1070,,Fully renovated,60.0,2.0,1.0,False,1.0,False,On contract,Brussels,,,,,,,,,4035
vbe36879,4.43382,50.83227,Sale,1395000,House,Villa,48202,1150,1899.0,New,180.0,3.0,1.0,,,,Immediately,Brussels,BOVENBERG,122.0,,,,183.0,,,4036
vbe36855,4.3213266,50.8690254,Sale,750000,House,MixedBuilding,40940,1083,1933.0,To renovate,282.0,5.0,3.0,False,10.0,False,On contract,Brussels,Avenue Jacques Sermon,52.0,,150.0,,50.0,,,4037
vbe36849,4.3333333,50.8,Sale,595000,Appartment,Flat,39602,1180,,,144.0,2.0,2.0,,30.0,,,Brussels,,,1.0,,,,,,4038
vbe36830,4.3926085,50.8037413,Sale,495000,Appartment,Flat,47577,1050,1974.0,Normal,113.0,2.0,1.0,True,25.0,False,,Brussels,Avenue d'Italie,32.0,1.0,,,,,,4039
vbe36891,4.3841357,50.8776808,Sale,215000,Appartment,Flat,45858,1030,,Normal,75.0,1.0,1.0,False,,,,Brussels,Avenue Colonel Picquart,66.0,,,,,,,4040
vbe36836,4.4387447,50.818351,Sale,1995000,House,House,43156,1160,1962.0,Normal,452.0,5.0,3.0,False,21.0,False,On contract,Brussels,Avenue Cardinal Micara,56.0,,1250.0,89186.0,700.0,,,4041
rbw26168,4.3766927,50.8235717,Sale,1300000,Appartment,Penthouse,49069,1050,1929.0,Excellent,278.0,4.0,,True,24.0,,Immediately,Brussels,,,1.0,,,,,,4042
vbe36777,4.399615,50.874464,Sale,495000,House,House,40956,1140,,Normal,190.0,3.0,1.0,False,12.0,False,Immediately,Brussels,,,,,,30.0,False,,4043
vbe36837,4.3889399,50.8078925,Sale,245000,Appartment,FlatStudio,43156,1050,1957.0,Normal,68.0,0.0,1.0,True,3.0,False,On contract,Brussels,Avenue George Bergmann,120.0,,,,,,,4044
vbe36848,4.3193694,50.8569755,Sale,179000,Appartment,Flat,40405,1080,,Fully renovated,60.0,2.0,1.0,False,1.0,False,On contract,Brussels,,,,,,,,,4045
vbe36781,4.3719368,50.8203122,Sale,450000,Appartment,Flat,27241,1050,,Normal,120.0,2.0,2.0,True,5.0,False,On contract,Brussels,Rue de Belle-Vue,36.0,,,,,,,4046
vbe36828,4.3402184,50.8301436,Sale,425000,Appartment,Flat,46478,1060,1953.0,To be renovated,105.0,2.0,1.0,True,3.0,False,,Brussels,,,1.0,,,,,,4047
rbw26154,4.3333333,50.8,Sale,1230000,House,Villa,49240,1180,1952.0,Excellent,203.0,4.0,2.0,False,30.0,False,On contract,Brussels,,,1.0,330.0,,200.0,,,4048
vbe36816,4.36818329,50.86398705,Sale,395000,Appartment,GroundFloor,27443,1030,1881.0,Normal,157.0,3.0,1.0,False,,False,,Brussels,Rue Vandeweyer,26.0,,,,102.0,,,4049
rbw26139,4.3166667,50.8,Sale,549000,Appartment,Loft,49240,1190,2006.0,Excellent,180.0,2.0,1.0,False,,False,On contract,Brussels,,,,,,,,,4050
vbe36798,4.3469919,50.8498196,Sale,333000,Appartment,Flat,42988,1000,1965.0,Normal,83.0,1.0,1.0,True,,False,On contract,Brussels,Antoine Dansaertstraat,63.0,,,,,,,4051
vbe36759,4.3547929,50.7943377,Sale,349000,Appartment,Flat,27497,1180,1976.0,To be renovated,95.0,2.0,1.0,True,8.0,False,On contract,Brussels,Avenue Den Doorn,1.0,1.0,,,,,,4052
vbe36624,4.3381538,50.8598988,Sale,595000,Appartment,Loft,27214,1000,1950.0,Excellent,257.0,2.0,1.0,False,25.0,True,On contract,Brussels,Rue Jennart,27.0,,,,,,,4053
vbe36740,4.3227894,50.8808582,Sale,420000,House,House,43761,1090,1960.0,To be renovated,250.0,4.0,1.0,False,10.0,False,On contract,Brussels,,,,,,80.0,,,4054
rbw26085,4.3333333,50.8,Sale,565000,House,House,48985,1180,1940.0,Normal,155.0,3.0,1.0,,,,On contract,Brussels,,,,,,,,,4055
vbe36775,4.308187,50.8365808,Sale,350000,Appartment,Penthouse,45859,1070,2004.0,Excellent,100.0,2.0,1.0,True,87.0,False,On contract,Brussels,,,2.0,,21332.0,,False,,4056
vbe36682,4.3606731,50.8622566,Sale,119000,Appartment,FlatStudio,27760,1030,1977.0,To renovate,36.0,0.0,1.0,True,5.0,False,On contract,Brussels,Rue du Progrès,187.0,,,5419.0,,,,4057
rbw25614,4.4089812,50.8484495,Sale,520000,Appartment,Flat,31820,1030,,Excellent,126.0,2.0,2.0,,,False,,Brussels,Avenue Herbert Hoover,119.0,1.0,,,,,,4058
vbe36645,4.423892,50.842365,Sale,795000,House,House,29033,1200,1938.0,Excellent,296.0,5.0,2.0,False,10.0,False,,Brussels,,,1.0,160.0,61446.0,40.0,,,4059
vbe36637,4.347254,50.8472572,Sale,189000,Appartment,Flat,27497,1000,,Normal,40.0,1.0,1.0,False,,False,On contract,Brussels,Rue Saint-Géry,25.0,,,,,,,4060
rbw25609,4.425082,50.817175,Sale,650000,House,House,49238,1160,1953.0,Normal,134.0,3.0,1.0,False,,False,On contract,Brussels,,,1.0,215.0,,,,,4061
vbe36752,4.3369177,50.824964,Sale,179000,Appartment,Flat,42988,1190,1934.0,To be renovated,61.0,1.0,1.0,False,,False,,Brussels,avenue du Parc,149.0,,,19025.0,,,,4062
vbe36761,4.34453,50.8478856,Sale,699000,House,House,46453,1000,1906.0,To renovate,161.0,5.0,1.0,False,,False,On contract,Brussels,Rue Pletinckx,48.0,,65.0,522.0,,True,,4063
vbe36706,4.3766927,50.8235717,Sale,1490000,Appartment,Flat,43065,1050,,Excellent,360.0,,,True,35.0,,Immediately,Brussels,,,,,,,,,4064
vbe36658,4.3208008,50.8379721,Sale,430000,House,House,43302,1070,1885.0,To renovate,203.0,4.0,2.0,False,,False,On contract,Brussels,Rue du Transvaal,1.0,1.0,70.0,482.0,,,,4065
vbe36613,4.3760027,50.8758759,Sale,390000,Appartment,GroundFloor,40405,1030,,New,70.0,2.0,1.0,,,,On contract,Brussels,Avenue Monplaisir,33.0,,,,,,,4066
vbe36760,4.3423727,50.8649729,Sale,329000,Appartment,Flat,46371,1000,2015.0,Normal,84.0,2.0,1.0,True,,,,Brussels,Rue Picard,15.0,,,,,,,4067
vbe36609,4.3333333,50.8,Sale,2350000,House,Villa,43156,1180,1960.0,To be renovated,500.0,7.0,3.0,False,25.0,False,,Brussels,,,2.0,3232.0,,2500.0,,,4068
vbe36629,4.3684722,50.8637004,Sale,560000,House,House,44711,1030,1850.0,Normal,265.0,6.0,2.0,False,,False,On contract,Brussels,Rue Vandeweyer,39.0,,133.0,72559.0,,,,4069
vbe36663,4.3994553,50.8278949,Sale,485000,Appartment,Flat,46535,1040,,Normal,110.0,2.0,1.0,False,,False,,Brussels,Boulevard Louis Schmidt,10.0,,,,,,,4070
vbe36774,4.3193694,50.8569755,Sale,350000,Appartment,Penthouse,45859,1080,2004.0,Excellent,100.0,2.0,1.0,True,87.0,False,On contract,Brussels,,,2.0,,21332.0,,False,,4071
rbw25587,4.3515499,50.8427501,Sale,890000,Appartment,Flat,49240,1000,1961.0,Excellent,240.0,4.0,2.0,True,,False,On contract,Brussels,,,,,,,,,4072
vbe36538,4.4019951,50.8134322,Sale,350000,Appartment,Flat,45179,1170,1980.0,Excellent,81.0,2.0,1.0,True,,False,On contract,Brussels,Avenue du Martin-Pêcheur,58.0,1.0,,31038.0,,,,4073
vbe36529,4.35863115,50.79035065,Sale,139000,Appartment,Flat,43710,1180,1992.0,To be renovated,47.0,1.0,1.0,False,16.0,False,,Brussels,Avenue Dolez,48.0,,,,70.0,,,4074
vbe36570,4.399615,50.874464,Sale,300000,Appartment,Duplex,40956,1140,,Excellent,99.0,2.0,1.0,False,18.0,False,Immediately,Brussels,,,,,,,False,,4075
vbe36564,4.423892,50.842365,Sale,865000,House,House,27466,1200,1984.0,To renovate,227.0,5.0,2.0,False,20.0,,On contract,Brussels,,,,594.0,70533.0,300.0,,,4076
vbe36587,4.369695,50.82555,Sale,875000,Appartment,Flat,38513,1050,,To be renovated,250.0,2.0,1.0,False,12.0,False,,Brussels,Chaussée de Vleurgat,70.0,,,,40.0,,,4077
rbw25608,4.4329851,50.8381484,Sale,1425000,House,House,49238,1150,,To renovate,303.0,5.0,2.0,False,,False,On contract,Brussels,,,1.0,720.0,513.0,,,,4078
vbe36562,4.356264,50.8145845,Sale,650000,Appartment,Flat,43156,1180,2001.0,Normal,124.0,3.0,2.0,True,34.0,False,,Brussels,Rue Joseph Stallaert,34.0,,,,60.0,,,4079
vbe36582,4.414715,50.800919,Sale,675000,House,House,28161,1170,,,150.0,3.0,3.0,,,,,Brussels,,,,280.0,,224.0,,,4080
vbe36561,4.3968536,50.8483697,Sale,380000,Appartment,Flat,43156,1030,1934.0,Normal,115.0,2.0,1.0,True,,False,Immediately,Brussels,Avenue de l'Opale,49.0,,,,,,,4081
vbe36565,4.4058054,50.8453946,Sale,410000,Appartment,Flat,27466,1200,1933.0,Normal,122.0,2.0,1.0,True,5.0,False,On contract,Brussels,Avenue Général Lartigue,115.0,,,44511.0,,,,4082
vbe36586,4.3333333,50.8,Sale,340000,Appartment,Flat,28161,1180,,,100.0,2.0,1.0,,,,,Brussels,,,,,,,,,4083
vbe36571,4.3270521,50.8587362,Sale,399000,House,House,40405,1081,,Normal,140.0,4.0,1.0,False,18.0,,,Brussels,Rue du Neep,26.0,,,,18.0,,,4084
vbe36598,4.3928394,50.8750981,Sale,135000,Appartment,Flat,27497,1030,1931.0,To be renovated,47.0,1.0,1.0,False,,False,,Brussels,Rue Guido Gezelle,65.0,,,,,,,4085
vbe36576,4.3412755,50.8881986,Sale,182000,Appartment,Flat,27484,1020,1964.0,Normal,58.0,1.0,1.0,True,,False,On contract,Brussels,Rue Stevens-Delannoy,48.0,,,37246.0,,,,4086
vbe36550,4.37727,50.86744,Sale,330000,House,House,29033,1030,,To be renovated,233.0,4.0,2.0,False,11.0,False,On contract,Brussels,,,,,,61.0,,,4087
rbw25598,4.4295851,50.848324,Sale,515000,Appartment,Flat,45717,1200,2016.0,Normal,101.0,2.0,2.0,,8.0,False,Immediately,Brussels,Vervloesemstraat,152.0,,,,,,,4088
vbe36603,4.3227894,50.8808582,Sale,300000,Appartment,Flat,40956,1090,,Normal,107.0,3.0,,True,,False,Immediately,Brussels,,,,,,,True,,4089
vbe36583,4.414715,50.800919,Sale,1150000,House,House,28161,1170,,,230.0,4.0,3.0,,,,,Brussels,,,3.0,410.0,,,,,4090
vbe36547,4.3026467,50.8238624,Sale,360000,House,House,40224,1070,1945.0,To renovate,150.0,2.0,1.0,False,,False,,Brussels,Rue Walcourt,143.0,1.0,166.0,79201.0,,,,4091
vbe36481,4.4329851,50.8381484,Sale,1100000,House,House,43156,1150,1924.0,Excellent,,4.0,2.0,False,,False,,Brussels,,,1.0,180.0,62063.0,65.0,,,4092
vbe36233,4.4172636,50.8611276,Sale,360000,Appartment,Flat,43169,1140,,New,82.0,2.0,1.0,,,,,Brussels,Rue des Deux Maisons Saphir,20.0,,,,,,,4093
vbe36483,4.3444454,50.8486012,Sale,568000,Appartment,Flat,43156,1000,,New,108.0,3.0,1.0,True,13.0,False,,Brussels,Rue des Chartreux,45.0,1.0,,,,,,4094
vbe36230,4.4172636,50.8611276,Sale,305000,Appartment,Flat,43169,1140,,New,72.0,1.0,1.0,,,,,Brussels,Rue des Deux Maisons Saphir,20.0,,,,,,,4095
vbe36482,4.429498,50.8391829,Sale,795000,House,House,43156,1150,1968.0,Normal,215.0,4.0,3.0,False,20.0,False,On contract,Brussels,Rue de la Cambre,17.0,1.0,203.0,131212.0,100.0,,,4096
vbe36484,4.3444454,50.8486012,Sale,443000,Appartment,Flat,43156,1000,,New,80.0,2.0,1.0,True,14.0,False,,Brussels,Rue des Chartreux,45.0,1.0,,,,,,4097
vbe36399,4.3766927,50.8235717,Sale,2700000,Appartment,Flat,43065,1050,,Excellent,329.0,,,True,26.0,,Immediately,Brussels,,,,,,,,True,4098
vbe36389,4.3727832,50.890858,Sale,570000,House,House,28427,1020,,,263.0,6.0,1.0,,25.0,,,Brussels,Av. de la Reine des Prés,16.0,1.0,209.0,,100.0,,,4099
vbe36288,4.3114635,50.8635353,Sale,140000,Appartment,FlatStudio,45529,1082,1968.0,To be renovated,63.0,0.0,1.0,True,,,On contract,Brussels,Avenue Edouard Bénès,193.0,1.0,,,,,,4100
vbe36263,4.30253,50.87113,Sale,299000,Appartment,Flat,27214,1083,1971.0,To renovate,110.0,3.0,2.0,True,16.0,False,On contract,Brussels,,,1.0,,41264.0,,,,4101
vbe36234,4.4172636,50.8611276,Sale,315000,Appartment,Flat,43169,1140,,New,72.0,1.0,1.0,,,,,Brussels,Rue des Deux Maisons Saphir,20.0,,,,,,,4102
vbe36476,4.423892,50.842365,Sale,190000,Appartment,Flat,39429,1200,1970.0,,55.0,1.0,,True,,False,,Brussels,,,,,,,,,4103
vbe36423,4.3402648,50.8338502,Sale,248000,Appartment,GroundFloor,48204,1060,1999.0,Normal,65.0,1.0,1.0,True,9.0,False,,Brussels,Rue de Hollande,61.0,,,19541.0,,,,4104
vbe36295,4.4494347,50.8286387,Sale,595000,House,House,27612,1150,1960.0,Normal,140.0,4.0,2.0,False,20.0,False,On contract,Brussels,Val des Epinettes,24.0,,171.0,,55.0,,,4105
vbe36297,4.3193694,50.8569755,Sale,250000,Appartment,Flat,43156,1080,1980.0,To renovate,90.0,2.0,1.0,True,5.0,False,On contract,Brussels,,,,,,,,,4106
vbe36391,4.3061145,50.850995,Sale,275000,Appartment,Flat,46519,1080,1967.0,Normal,100.0,3.0,1.0,True,20.0,False,,Brussels,Boulevard Edmond Machtens,121.0,1.0,,,,True,,4107
vbe36232,4.4172636,50.8611276,Sale,460000,Appartment,Flat,43169,1140,,New,123.0,2.0,1.0,,,,,Brussels,Rue des Deux Maisons Saphir,22.0,,,,,,,4108
vbe36228,4.4172636,50.8611276,Sale,390000,Appartment,Flat,43169,1140,,New,101.0,2.0,1.0,,,,,Brussels,Rue des Deux Maisons Saphir,20.0,,,,,,,4109
vbe36485,4.3444454,50.8486012,Sale,326500,Appartment,Flat,43156,1000,,New,61.0,1.0,1.0,True,7.0,False,,Brussels,Rue des Chartreux,45.0,1.0,,,,,,4110
vbe36496,4.3515499,50.8427501,Sale,190000,Appartment,FlatStudio,40956,1000,,Excellent,34.0,1.0,,False,5.0,False,Immediately,Brussels,,,,,,,False,,4111
vbe36036,4.3206026,50.8932097,Sale,195000,Appartment,Flat,40940,1090,1973.0,Normal,74.0,2.0,1.0,True,14.0,False,On contract,Brussels,Avenue de l'Arbre Ballon,32.0,,,,,,,4112
vbe36021,4.4408888,50.8515792,Sale,1449000,Appartment,Penthouse,43156,1200,,New,250.0,3.0,2.0,True,35.0,False,,Brussels,Rue Neerveld,101.0,,,,,,,4113
vbe36125,4.36903,50.78841,Sale,1690000,Appartment,Flat,43065,1180,2013.0,Excellent,263.0,,,True,20.0,,Immediately,Brussels,VALLON D'OHAIN,23.0,,,,,,,4114
vbe36070,4.3333333,50.8,Sale,315000,Appartment,GroundFloor,40594,1180,1955.0,To be renovated,99.0,2.0,1.0,False,,False,On contract,Brussels,,,,,,,,,4115
vbe36106,4.37489264,50.8616967,Sale,325000,Appartment,Flat,27443,1030,,Normal,122.0,2.0,2.0,False,,False,,Brussels,Rue de l'Est,53.0,,,,60.0,,,4116
vbe36015,4.3180548,50.8582739,Sale,199000,Appartment,Flat,46371,1080,1937.0,Normal,75.0,1.0,1.0,False,,False,,Brussels,Karreveld,8.0,,,,,,,4117
vbe36133,4.34184,50.82556,Sale,295000,Appartment,Flat,39723,1060,,To be renovated,110.0,2.0,2.0,,,,Immediately,Brussels,RUE JEAN ROBIE,51.0,,,,,True,,4118
vbe36226,4.4172636,50.8611276,Sale,395000,Appartment,Flat,43169,1140,,New,101.0,2.0,2.0,,,,,Brussels,Rue des Deux Maisons Saphir,22.0,,,,30.0,,,4119
vbe36227,4.4172636,50.8611276,Sale,305000,Appartment,Flat,43169,1140,,New,67.0,1.0,1.0,,,,,Brussels,Rue des Deux Maisons Saphir,24.0,,,,135.0,,,4120
vbe36067,4.4091507,50.8395119,Sale,235000,Appartment,Flat,45996,1200,1970.0,Excellent,60.0,1.0,1.0,True,,False,,Brussels,Avenue de Woluwe-Saint-Lambert,71.0,,,14740.0,1400.0,,,4121
vbe36053,4.3754752,50.8483698,Sale,1250000,House,MixedBuilding,38398,1210,,Normal,160.0,5.0,5.0,False,,True,,Brussels,Rue de Spa,90.0,,,,,,,4122
vbe36209,4.295748,50.865341,Sale,649000,House,House,27466,1082,1988.0,Excellent,280.0,4.0,2.0,False,24.0,False,On contract,Brussels,,,2.0,297.0,24583.0,170.0,,,4123
vbe36095,4.3756097,50.8513323,Sale,349000,House,MixedBuilding,33417,1210,,To be renovated,205.0,4.0,2.0,False,,False,On contract,Brussels,Rue de Liedekerke,74.0,,125.0,,,,,4124
vbe36071,4.3333333,50.8,Sale,120000,Appartment,FlatStudio,40594,1180,1955.0,To be renovated,30.0,1.0,1.0,False,,False,On contract,Brussels,,,,,,,,,4125
vbe36129,4.32481,50.86822,Sale,549000,House,House,46442,1090,1920.0,Normal,293.0,7.0,2.0,,15.0,,Immediately,Brussels,RUE VANDERBORGHT,94.0,,,,98.0,,,4126
vbe36131,4.30787,50.83271,Sale,190000,Appartment,Flat,39723,1070,,To be renovated,82.0,1.0,1.0,,,,Negotiable,Brussels,RUE VICTOR RAUTER,184.0,,,,,,,4127
vwd17873,4.3444755,50.8313423,Sale,395000,Appartment,Flat,0,1060,1911.0,Excellent,100.0,1.0,,,15.0,,,Brussels,Chaussee de Waterloo,31.0,,,,,,,4128
vbe36225,4.4172636,50.8611276,Sale,299000,Appartment,Flat,43169,1140,2025.0,New,78.0,1.0,1.0,,,,,Brussels,Rue des Deux Maisons Saphir,20.0,,,,,,,4129
vbe36132,4.34184,50.82556,Sale,255000,Appartment,Flat,39723,1060,,To be renovated,75.0,1.0,1.0,,,,Immediately,Brussels,RUE JEAN ROBIE,51.0,,,,,True,,4130
vbe36130,4.35384,50.84797,Sale,325900,Appartment,Flat,46442,1000,1921.0,New,97.0,1.0,1.0,,,,Immediately,Brussels,PETITE RUE DES BOUCHERS,33.0,,,,,,,4131
vbe35954,4.3968419,50.8588188,Sale,260000,Appartment,GroundFloor,43160,1030,1957.0,Normal,99.0,2.0,1.0,True,8.0,False,On contract,Brussels,Boulevard Général Wahis,32.0,,,30986.0,,,,4132
vbe35993,4.392556,50.8133749,Sale,449000,Appartment,Flat,43162,1050,,,80.0,2.0,1.0,,13.0,,,Brussels,Rue Volta,6.0,,,,,,,4133
vbe35982,4.3562723,50.8555583,Sale,298485,Appartment,Flat,44760,1000,2007.0,Normal,101.0,2.0,1.0,True,,False,,Brussels,Rue Saint-Pierre,63.0,,,,,,,4134
vbe35995,4.3975821,50.8379147,Sale,275000,Appartment,Flat,39050,1040,1914.0,To be renovated,70.0,1.0,1.0,False,,False,,Brussels,Rue des Francs,51.0,,,236.0,,,,4135
vbe35958,4.3333333,50.8,Sale,1690000,Appartment,Flat,27209,1180,2013.0,Excellent,263.0,3.0,3.0,True,20.0,False,Immediately,Brussels,,,,,27388.0,,,,4136
vbe35944,4.3766927,50.8235717,Sale,875000,Appartment,Triplex,40725,1050,1974.0,New,185.0,3.0,3.0,False,13.0,False,Immediately,Brussels,,,,,,,,,4137
vbe35933,4.3332023,50.8621347,Sale,129000,Appartment,Flat,46373,1081,1923.0,To be renovated,70.0,2.0,1.0,False,3.0,False,,Brussels,Boulevard Leopold II,242.0,,,73255.0,,,,4138
vbe36000,4.34811,50.87551,Sale,730000,House,House,42603,1020,1939.0,Normal,242.0,4.0,1.0,False,,False,On contract,Brussels,,,1.0,176.0,,60.0,,,4139
