timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-06-19T12:44:42,carbon_tracking,5ec3d9a1-216c-4d9b-a9fc-2e3b61dc5f31,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1443.9140125000013,0.00016786674026586547,1.162581281244165e-07,0.7480773195876288,0.024665979381443298,3.0,0.00024203169529978826,9.058645093863695e-06,0.0009643928738233351,0.0012154832142169873,0.0,Belgium,BEL,brussels capital,,,macOS-26.5.1-arm64-arm-64bit-Mach-O,3.14.3,3.2.8,8,Apple M1,1,Apple M1,4.3488,50.8505,8.0,machine,10.716771488469602,0,72.39762403913348,3.2573914277978413,N,1.0,0.0
